transformed_content,category
thyme date wed 21 feb 2001 pst subject leander stage 7bit phillip k allen keith holst mail forward phillip k pm jeff smith jsmith pm cc subject leander stage phillip spoke amf broker today satisfi deal get school agre limit current land use restrict term exist agreement want school come back later date someth differ doug bell meet school offici monday see thought subject would hard chang current agreement amf want someth write effect spoke amf attorney today explain situat ok deal amf satisfi amf broker said readi submit site plan march 29 hear may close deal april stage still go assumpt packag sent buyer overnight copi contract descript detail wayn mccoy gone thur week check messag jeff smith smith compani 2714 bee cave road suit austin texa 78746 fax mobil,Business Documents
thyme date wed 21 feb 2001 pst subject daili california call move weekli call 7bit phillip k allen tara piazz mail forward phillip k pm jame steff enron pm cst alan ect chri h ect christian ect christoph f ect dan ee david w ect denni ee ee elizabeth ect elizabeth ee eric enron gordon ee greg ect harri enron jubran ee jeff enron jeffrey ect joe enron john j enron john kathryn enron keith ect kristin ect lesli enron linda enron louis ect marcia enron mari enron mday mark enron marti ee mari ect michael enron mike ee mike ect neil ee paul ect phillip k ect robert ect rebecca w ect richard b ect richard enron rob enron robert c robert enron robert enron robert ect robert sandra enron scott ee shelley enronxg steve c ect steve ect steven j enron susan j tim ect tom enron travi ect vanc enron vicki ee wendi enron william ect tara enron cc subject daili california call move weekli call remind daili call california end singl weekli call monday houston time updat provid requir jim steff,Business Documents
thyme date wed 21 feb 2001 pst subject sm134 7bit phillip k allen keith holst mail forward phillip k pm georg richard cbpre pleas respond cbpre phillip allen pallen cc larri lewter llewter subject sm134 updat cost princip chang addit masonri front build estim cost least addit also trim materi labor cost increas still believ total cost suffici addit updat manag unit column total includ b n total rentabl unit rather total cost manag unit offic includ lump sum amen may add back rentabl unit delet amen financ cost chang cost perman mortgag delet need obtain construct loan approv therefor cost absorb loan obtain base either loan equal 75 valu 80 cost construct profit cover equiti requir beyond land georg richard creeksid builder llc sm134,Business Documents
thyme date wed 21 feb 2001 pst subject 7bit ina rangel john j lavorato mail john next thursday 3pm fit schedul go rocki forecast set room kim suggest project colleen review document system process handoff erm tagg unifi sitara system clearli understood parti tri make improv think understand erm tagg issu face schedul unifi grey review audit complex assum mess polici exist deal could use review book new deal need scrutini review risk enron accur account physic imbal transport fuel park loan transact lead trade track recruit overse rotat design train cours review progress make cut liason trade analyst look everyth put person trade mental add valu direct group fact much work could probabl need second md work part time get done phillip,Business Documents
thyme date wed 13 dec 2000 pst subject enron respons san diego request ga price cap 7bit phillip k allen scott tholan mail forward phillip k sarah novosel enron cst jame enron joe enron susan j enron jeff enron richard enron steven j enron richard b ect stephani enron christi l ect mari ect pkaufma pallen cc subject enron respons san diego request ga price cap pleas review attach draft enron comment respons san diego request natur ga price cap comment reflect becki cantrel comment reflect red line pleas respond soon possibl comment pleas pass anyon els need see thank sarah,Business Documents
thyme date tue 20 feb 2001 pst pallen70 subject 7bit phillip k allen pallen70 mail forward phillip k pm phillip k allen pm stagecoachmama cc subject luci thank clear file move question 1 look like miss 110 ca tell still owe 47 deposit 13 show miss rent still owe 140 15 tri follow toma 95 hope wo bad reaction 20b miss rent 26 paid deposit rent 27 miss rent,Business Documents
thyme date tue 20 feb 2001 pst stagecoachmama subject 7bit phillip k allen stagecoachmama mail forward phillip k phillip k allen pm stagecoachmama cc subject luci thank clear file move question 1 look like miss 110 ca tell still owe 47 deposit 13 show miss rent still owe 140 15 tri follow toma 95 hope wo bad reaction 20b miss rent 26 paid deposit rent 27 miss rent,Business Documents
thyme date tue 20 feb 2001 pst jacquestc subject gener issu 7bit phillip k allen jacquestc enron mail jaqu meet georg larri clear differ definit cost profit version includ salari superintend junior superintend hard cost equival third parti sub materi layer construct manag fee 10 small incident cost list would paid money think major profit final builder profit million keith sure whether would open pay super cost paid builder profit builder need two addit supervisor definit intend insert addit 10 fee addit superintend cost georg claim cost cost estim use review estim superintend list think construct manag fee includ georg gave contract show fee standard review let know think gp issu seem point content agreeabl 3 4 approv process let know opinion sourc use push true cost million phillip,Business Documents
thyme date sun 18 feb 2001 pst pallen70 subject 7bit phillip k allen pallen70 mail forward phillip k pm jeff smith jsmith cc subject need bring updat rent roll inventori person properti includ window unit copi leas make avail offic copi note deed trust servic mainten manag agreement environment studi messag mailto sent friday februari 16 2001 jsmith subject jeff applic spb guess want use form new loan applic call lee tri find shorter form need provid buyer accord contract plan bring copi survey rentrol includ deposit monday pleas let know morn els put togeth phillip forward phillip k lee spb lodonnel pm cc subject told fax loan applic send attach backup also need provid current rent roll 1999 2000 oper histori incom expens call need help thank lee messag mailto sent thursday februari 15 2001 lodonnel subject lee fax number pleas fax loan applic pass buyer phillip allen pallen see attach file copi loan see attach file copi multifamili form,Business Documents
thyme date tue 12 dec 2000 pst subject talk point california ga market 7bit phillip k allen christi l nicolay mail christi read point definit need touch understand need give commentari price high california subject alreadi gotten much press phillip forward phillip k pm lesli lawner enron cst christi l ect joe enron rebecca w ect ruth ect stephani enron phillip k ect jane ect richard enron cc subject talk point california ga market stab talk point sent ferc along ga price info request california market let christi know disagr addit whatev suppos today stuff add get christi thank,Business Documents
